NAME,state_abbrev,name_simp,y2018_median_age_male,y2018_median_age_female,y2018_population,y2018_white_alone,y2018_black_alone,y2018_f_born,y2018_num_vehicles_avail,y2018_total_hh,y2018_married_hh,y2018_male_bachelors,y2018_female_bachelors,y2018_poverty,y2018_median_income,y2018_hours_worked_past_year,y2018_houses_for_sale,y2018_median_value,y2018_speaks_only_english,name_classic,countryRegion,latitude,longitude,state,division,region,y2013_median_age_male,y2013_median_age_female,y2013_population,y2013_white_alone,y2013_black_alone,y2013_f_born,y2013_num_vehicles_avail,y2013_total_hh,y2013_married_hh,y2013_male_bachelors,y2013_female_bachelors,y2013_poverty,y2013_median_income,y2013_hours_worked_past_year,y2013_houses_for_sale,y2013_median_value,y2013_speaks_only_english,y2014_median_age_male,y2014_median_age_female,y2014_population,y2014_white_alone,y2014_black_alone,y2014_f_born,y2014_num_vehicles_avail,y2014_total_hh,y2014_married_hh,y2014_male_bachelors,y2014_female_bachelors,y2014_poverty,y2014_median_income,y2014_hours_worked_past_year,y2014_houses_for_sale,y2014_median_value,y2014_speaks_only_english,y2015_median_age_male,y2015_median_age_female,y2015_population,y2015_white_alone,y2015_black_alone,y2015_f_born,y2015_num_vehicles_avail,y2015_total_hh,y2015_married_hh,y2015_male_bachelors,y2015_female_bachelors,y2015_poverty,y2015_median_income,y2015_hours_worked_past_year,y2015_houses_for_sale,y2015_median_value,y2015_speaks_only_english,y2016_median_age_male,y2016_median_age_female,y2016_population,y2016_white_alone,y2016_black_alone,y2016_f_born,y2016_num_vehicles_avail,y2016_total_hh,y2016_married_hh,y2016_male_bachelors,y2016_female_bachelors,y2016_poverty,y2016_median_income,y2016_hours_worked_past_year,y2016_houses_for_sale,y2016_median_value,y2016_speaks_only_english,y2017_median_age_male,y2017_median_age_female,y2017_population,y2017_white_alone,y2017_black_alone,y2017_f_born,y2017_num_vehicles_avail,y2017_total_hh,y2017_married_hh,y2017_male_bachelors,y2017_female_bachelors,y2017_poverty,y2017_median_income,y2017_hours_worked_past_year,y2017_houses_for_sale,y2017_median_value,y2017_speaks_only_english
"Syracuse, NY Metro Area",NY,Syracuse,38.1,40.8,654705,552435,55464,40437,254335,257682,116420,39868,38873,92084,30401,6672397,2987,134000,563741,"Syracuse, NY",NY,43.04812,-76.14742,New York,Mid-Atlantic,Northeast,37.5,40.1,661838,565425,53470,37229,251825,256745,117070,37076,35445,94305,27158,6795740,3184,122900,571757,37.5,40.1,662236,562969,54270,37665,251035,256796,116168,37475,35954,97650,27325,6730985,3237,124400,571978,37.6,40.5,661914,560980,54399,38636,251965,256229,115347,37577,37268,99282,27596,6709905,3396,126700,571210,37.7,40.5,660652,558814,54636,38593,253535,256420,115182,38382,37822,97317,28060,6717555,3288,128200,570103,37.8,40.6,659262,556104,55155,39449,254960,258028,116306,39424,38493,95432,29321,6726467,3362,131100,568618
"Ogden-Clearfield, UT Metro Area",UT,Ogden,30.8,32.3,652744,587575,7610,35376,257155,205890,132447,40893,41590,51732,31194,7278386,2309,235700,532472,"Ogden, UT",UT,41.223,-111.97383,Utah,Mountain,West,29.7,31.1,605609,540444,7221,32842,229155,193830,123691,36244,33085,58857,27851,6550662,1926,197700,491985,30,31.3,614521,549602,6916,33956,232950,195735,125446,37122,34982,60483,27931,6633081,1934,198200,500103,30.3,31.6,623323,557941,6802,34648,236845,197475,125781,37630,35904,60601,27877,6727946,2031,199300,507507,30.5,31.9,632793,568529,7109,34667,243265,199388,127892,38175,37684,58592,28959,6902488,2157,206900,517184,30.7,32.1,642274,578511,7260,34530,250320,202991,130838,39705,39307,55559,30141,7087932,2301,220600,525906
"Madison, WI Metro Area",WI,Madison,35.1,37.2,647281,555706,28399,48288,281810,268213,126290,57911,60795,70510,35732,7974723,1710,238800,547149,"Madison, WI",AL,43.0731,-89.4012,Wisconsin,East North Central,Midwest,34.7,36.9,614019,538086,26422,41925,260920,253967,120726,48404,52611,73349,31224,7519857,2646,217500,517487,34.8,36.9,620368,540469,26904,42399,262195,255724,121168,50153,54564,75824,31476,7540215,2705,217500,522576,34.9,37,627618,543929,27592,43632,267415,258237,121491,51224,55509,74607,31576,7667113,2582,219200,528617,34.9,37,634269,547850,27778,45044,271315,261002,123240,53977,57589,73922,32116,7766781,2319,224200,533975,35,37.1,640072,551421,27796,47297,275330,265003,124695,56390,58857,72920,33928,7844434,1886,230200,539408
"Wichita, KS Metro Area",KS,Wichita,34.8,37.2,643765,524040,48395,46788,269875,246047,120196,39808,42150,84316,29865,7032078,3036,133700,525995,"Wichita, KS",KS,37.69224,-97.33754,Kansas,West North Central,Midwest,34.3,36.3,633020,518762,46914,44912,262270,242541,119514,36876,39984,89459,26994,6976948,3539,121600,517368,34.3,36.4,636095,523461,48055,46427,263510,241831,120404,37931,41151,89746,27324,6965072,3873,122800,518430,34.3,36.6,638884,527094,48854,47288,265580,242912,119954,38201,40552,90115,27511,6977335,3614,124400,520965,34.6,36.7,640505,529854,48563,46916,267475,243758,120279,39415,40947,89361,27987,6994363,3166,126300,523073,34.6,37,642339,527374,48552,46992,270285,245121,120594,40105,42107,87750,28952,7049635,3331,129300,523442
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",FL,Deltona,45.6,49.1,634773,523263,68312,53009,217910,253614,118958,35174,37851,91275,25801,5363368,4208,170600,520103,"Deltona, FL",FL,28.90054,-81.26367,Florida,South Atlantic,South,44.4,47.6,593569,486023,62967,47631,194945,231554,113381,29266,29446,97469,22861,4926984,7104,148500,490356,44.8,47.8,597824,491398,63152,50346,193925,233031,112993,29744,30691,102046,22851,4834274,6338,139800,492582,45.1,48.4,604502,499718,64336,50210,197865,237130,113398,31147,32005,100695,22775,4890997,5619,138900,498864,45.4,48.8,613723,510065,65165,49677,203710,243460,115031,32189,34493,97113,23507,5031674,4824,147000,506387,45.4,48.9,623675,516847,66000,50345,210115,249318,117080,32689,35735,95568,24495,5147705,4622,156900,515004
"Des Moines-West Des Moines, IA Metro Area",IA,Des Moines,34.9,36.7,634201,549836,32706,50185,291875,246304,123910,51186,55663,62126,35905,7496200,2293,176300,522180,"Des Moines, IA",IA,41.60054,-93.60911,Iowa,West North Central,Midwest,34.4,36.2,580913,509303,27217,42916,262825,227537,117366,45135,49073,60985,31853,6826145,2647,156400,480271,34.5,36.3,590741,517413,28629,44386,268395,229824,118267,46546,49730,65014,32485,6931279,2814,157800,488668,34.6,36.3,601187,526916,29495,45706,274270,233390,119309,47884,51634,67426,32425,7081751,2594,160100,497267,34.7,36.4,611755,534055,30607,46804,280590,237527,120031,48633,52724,65968,33312,7231347,2211,164500,505988,34.8,36.5,623113,541858,31535,48761,287495,242050,121914,49598,53998,63013,34519,7433029,2295,169400,514813
"Springfield, MA Metro Area",MA,Springfield,36.6,39.8,630275,522739,45654,54187,243580,237708,99487,33682,40876,96179,27060,6129507,1662,222600,465751,"Springfield, MA",IL,42.1015,-72.5898,Massachusetts,New England,Northeast,36.3,39.6,624411,504738,44816,56394,234225,236818,101562,29443,36648,97556,24892,6072077,2171,215600,465862,36.3,39.6,626775,507497,44751,55372,236865,236512,101521,30817,37265,99041,25143,6079702,1941,214000,468889,36.4,39.5,628800,510821,44880,54290,240640,235531,100372,31390,38194,99625,25010,6134397,1993,214100,468740,36.5,39.5,629107,516184,44846,54602,241855,235601,99723,31909,38540,100434,25603,6134357,1751,214600,467226,36.6,39.6,630385,519110,45717,54231,242755,237713,100581,32678,39086,97367,26282,6124272,1599,217500,468927
"Toledo, OH Metro Area",OH,Toledo,35.9,38.9,604620,470714,85364,21610,248635,245933,103286,30575,34838,100970,27027,6328323,2779,124400,531516,"Toledo, OH",OH,41.66394,-83.55521,Ohio,East North Central,Midwest,35.6,38.6,609437,482751,87057,19970,235295,243472,106025,27219,31306,111707,23630,6091690,3739,118200,538446,35.6,38.7,608847,480039,86311,20313,238955,244015,104743,27978,32014,113298,23908,6115400,3403,115900,537773,35.7,38.8,607631,477157,85922,19988,240800,243939,103643,28084,32063,112084,24127,6153425,2924,114700,536050,35.7,39,606684,475803,86967,19989,244105,244742,103100,28872,33670,109202,25128,6221674,2806,116700,534480,35.8,38.8,605204,473066,86170,21273,245355,245562,103736,29504,34250,104570,25758,6257043,2896,120500,532421
"Provo-Orem, UT Metro Area",UT,Provo,24.5,24.9,601388,552662,3603,42999,211705,164039,115500,38818,41719,65739,24967,6488016,1077,278200,464910,"Provo, UT",UT,40.23384,-111.65853,Utah,Mountain,West,24.4,24.6,539562,493176,3187,38386,177670,146021,103289,33192,32216,73900,21571,5621945,1651,220800,418574,24.4,24.7,550774,504997,3318,38908,182540,148535,105327,34358,33787,74135,21634,5717946,1418,221100,427786,24.4,24.7,562357,517338,3366,39888,189215,151570,107699,34504,35097,72574,21833,5904777,1380,227100,437966,24.3,24.7,574684,529992,3354,39546,196565,154497,110118,35800,36919,70489,22224,6082029,1247,238100,448467,24.4,24.8,587190,540416,3458,41923,202370,158951,112715,37631,39150,67740,23539,6276649,1175,255100,455642
"Augusta-Richmond County, GA-SC Metro Area",GA,Augusta,35.7,38.8,594300,347410,211628,28257,223800,214489,100820,28660,34167,100412,25858,5826802,4610,139600,519194,"Augusta, GA",GA,33.47097,-81.97484,Georgia,South Atlantic,South,35.2,38.4,570516,334653,203160,22874,208330,208170,96245,26318,28314,108320,23696,5512627,4614,124700,499366,35.1,38.4,575669,338282,204738,24275,209995,208736,96070,26817,29729,109837,23935,5538065,4604,125900,503524,35.3,38.5,580178,339550,206338,24679,213350,209672,97745,27353,30881,108490,24037,5588842,4548,128200,507666,35.5,38.5,584964,342338,208335,26107,215610,211238,98781,27661,31871,108313,24304,5695658,4449,130700,510464,35.6,38.7,589519,345479,209658,26917,218570,212603,99983,28449,32638,103639,24961,5762788,4360,133500,515230
"Jackson, MS Metro Area",MS,Jackson,34.8,37.4,580280,276599,285789,14453,231800,210993,93545,31102,38501,95647,27233,5605009,2955,143900,522194,"Jackson, MS",MS,32.29876,-90.18481,Mississippi,East South Central,South,33.6,36.4,571881,277978,276714,14240,218615,205802,90237,29040,36595,110583,24103,5447020,2819,127500,510548,34,36.6,574998,278255,279311,14216,221230,206923,91699,29077,36613,110584,24630,5456429,2924,129800,514194,34.1,37,577070,278399,280749,14273,223145,207730,91060,29544,36518,111483,24959,5451131,2588,133300,516977,34.3,37.1,578095,277097,283628,13781,225265,209150,92089,29984,36634,109967,25345,5502308,2534,135900,519620,34.6,37.2,578565,275924,284499,14081,228955,210526,93346,30623,37640,103047,26547,5548539,2679,139600,520227
"Palm Bay-Melbourne-Titusville, FL Metro Area",FL,Palm Bay,45.4,48.7,576808,476767,58100,49676,205970,228888,111018,37521,40004,72520,27222,5175851,2724,177400,492463,"Palm Bay, FL",FL,28.03446,-80.58866,Florida,South Atlantic,South,44.6,47.2,545667,456026,54822,47511,193855,220277,107860,32309,32209,72534,25341,5013373,5240,144900,466820,44.9,47.6,548891,456683,56026,48234,192680,221582,106355,33366,33151,76083,25507,4951189,4541,138500,469164,45.1,47.9,553591,459762,56914,47947,194430,222791,105448,33734,34614,76460,25490,4965581,3738,142200,472256,45.4,48.3,560683,466147,57306,48402,197150,224373,107301,34618,36188,77357,25488,4955509,3349,150500,478351,45.4,48.5,568183,470794,57728,48940,201245,227223,109829,35520,37634,75104,26236,5043546,2760,162400,485329
"Harrisburg-Carlisle, PA Metro Area",PA,Harrisburg,38.8,41.8,567872,457905,62522,36722,236060,228652,111048,37793,40430,55333,32957,6255853,2204,179500,480050,"Harrisburg, PA",PA,40.2737,-76.88442,Pennsylvania,Mid-Atlantic,Northeast,38.7,41.3,552292,455682,55664,29279,231010,222290,109151,33902,33992,57860,30142,6172072,2995,169200,474215,38.8,41.5,555154,455719,56556,31189,231265,222939,108681,34339,34192,60055,30249,6143384,2573,169900,475570,38.9,41.6,558198,456265,57434,33259,232935,223658,109569,34787,35374,60470,30333,6172660,2606,170700,476374,38.8,41.7,561447,456856,58916,34474,234010,224595,109671,35247,37377,59699,30982,6161649,2595,173200,477288,38.8,41.6,565008,457882,60705,35958,234295,227344,110433,36640,38279,57419,31930,6213514,2225,175600,478750
"Durham-Chapel Hill, NC Metro Area",NC,Durham,35.9,37.9,558491,346888,148638,68495,218595,220244,96686,39881,49447,79515,31563,5871655,1835,223000,437735,"Durham, NC",NC,35.99403,-78.89862,North Carolina,South Atlantic,South,34.4,36.5,516798,318712,138459,63260,192505,204016,90286,34980,43488,86105,26977,5461189,3004,193100,402735,34.7,36.8,525050,324654,141010,63672,194905,206783,91121,36102,44374,87313,27698,5493472,2655,194100,409784,35,37.2,534154,332434,143325,65318,200515,210161,92291,36673,44778,86820,27888,5573380,2524,197600,416002,35.4,37.4,542399,337373,145556,64839,205695,213280,94178,38401,47672,83932,29149,5679867,2368,203400,424766,35.6,37.7,550281,340654,147728,66899,212895,217016,95595,39291,48514,81602,30655,5786353,2269,212400,431397
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",PA,Scranton,40.7,44.6,556926,502392,20927,32278,219480,225466,100507,29402,32003,79067,26906,5695598,3251,137300,473697,"Scranton, PA",PA,41.40897,-75.66241,Pennsylvania,Mid-Atlantic,Northeast,40.8,44,563279,519907,18068,27499,215975,227641,104545,28215,27860,79466,23597,5798260,3810,131000,488718,40.9,44.2,562644,518013,18491,28254,214370,225565,102767,28341,28219,82639,23856,5739251,3580,132500,487051,40.8,44.3,561701,512885,19401,28624,215915,224620,101107,28181,28909,82299,24286,5727868,3760,133000,484776,40.8,44.4,559898,510005,19384,29341,215795,223489,100252,28261,29702,82279,24962,5651069,3668,134700,481356,40.8,44.5,557942,506084,19975,30871,218405,224955,101350,28888,31328,80766,25964,5652761,3525,136300,476607
"Spokane-Spokane Valley, WA Metro Area",WA,Spokane,37.1,39.8,555308,489982,8244,28679,202050,221704,107447,32834,36816,78568,28240,5688155,2222,207000,486307,"Spokane, WA",WA,47.65966,-117.42908,Washington,Pacific,West,36.6,39.4,530301,473932,9254,27795,185815,210740,102966,30550,31031,80250,25305,5397951,2851,183800,460937,36.7,39.6,533456,476140,9536,28232,187365,211284,103628,30956,31208,82537,25585,5365968,2785,181100,464742,36.7,39.9,537348,478862,9022,29085,188005,212546,103948,30298,32262,84616,25449,5385523,2673,182200,467656,36.9,39.9,542604,482509,8984,28400,192050,214073,104130,30484,33636,83138,25987,5447779,2490,185400,473635,36.9,39.9,547688,485599,8577,28441,198480,218166,106278,31122,34985,81298,27042,5577164,2527,194400,479216
